"Sr.No","Round ▲▼","Institute ▲▼","Program ▲▼","Stream ▲▼","Quota ▲▼","Category ▲▼","Seat Gender ▲▼","Opening Rank ▲▼","Closing Rank ▲▼","Remark ▲▼"
"502","Round 1","GLOBAL INSTITUTE OF INFORMATION TECHNOLOGY,GAUTAM BUDDH NAGAR","MBA(Integrated)","M.B.A. (INTEGRATED)","Home State","OPEN(GIRL)","Female Seats","240235.00","240235.00","Fresh Only"
"503","Round 1","LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","156368.00","156368.00","Fresh Only"
"504","Round 1","LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","121928.00","121928.00","Fresh Only"
"505","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","77425.00","135639.00","Fresh Only"
"506","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","160044.00","160044.00","Fresh Only"
"507","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","139976.00","139976.00","Fresh Only"
"508","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","34746.00","47797.00","Fresh Only"
"509","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","201058.00","201058.00","Fresh Only"
"510","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","214489.00","214489.00","Fresh Only"
"511","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","61681.00","190361.00","Fresh Only"
"512","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","233871.00","233871.00","Fresh Only"
"513","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","94622.00","94622.00","Fresh Only"
"514","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","65485.00","77870.00","Fresh Only"
"515","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","200113.00","200113.00","Fresh Only"
"516","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","82646.00","82646.00","Fresh Only"
"517","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","24413.00","199546.00","Fresh Only"
"518","Round 1","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD","Computer Science & Engineering (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","144378.00","144378.00","Fresh Only"
"519","Round 1","DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","196692.00","196692.00","Fresh Only"
"520","Round 1","DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","137289.00","137289.00","Fresh Only"
"521","Round 1","DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","31357.00","156675.00","Fresh Only"
"522","Round 1","DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","202138.00","202138.00","Fresh Only"
"523","Round 1","PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","52370.00","213491.00","Fresh Only"
"524","Round 1","PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","151481.00","151481.00","Fresh Only"
"525","Round 1","PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","116436.00","116436.00","Fresh Only"
"526","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","161896.00","161896.00","Fresh Only"
"527","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","148702.00","148702.00","Fresh Only"
"528","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","229165.00","229165.00","Fresh Only"
"529","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","188279.00","188279.00","Fresh Only"
"530","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","38470.00","225465.00","Fresh Only"
"531","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","161016.00","161016.00","Fresh Only"
"532","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","123266.00","123266.00","Fresh Only"
"533","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","BBA","BBA/BMS","Home State","OPEN(GIRL)","Female Seats","280098.00","529431.00","Fresh Only"
"534","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","BCA","BCA","Home State","OPEN(GIRL)","Female Seats","134765.00","465133.00","Fresh Only"
"535","Round 1","KANPUR INSTITUTE OF TECHNOLOGY,KANPUR","BCA","BCA","Home State","OPEN","Both Male and Female Seats","13388.00","542874.00","Fresh Only"
"536","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","43820.00","43820.00","Fresh Only"
"537","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","51256.00","51256.00","Fresh Only"
"538","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","182059.00","182059.00","Fresh Only"
"539","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","114286.00","114286.00","Fresh Only"
"540","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","65149.00","65149.00","Fresh Only"
"541","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Chemical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","93879.00","93879.00","Fresh Only"
"542","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","21592.00","21592.00","Fresh Only"
"543","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","19228.00","19228.00","Fresh Only"
"544","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","33530.00","33530.00","Fresh Only"
"545","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","2725.00","2725.00","Fresh Only"
"546","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","6229.00","6229.00","Fresh Only"
"547","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(PH)","Both Male and Female Seats","153481.00","196653.00","Fresh Only"
"548","Round 1","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(PH)","Both Male and Female Seats","17403.00","228654.00","Fresh Only"
"549","Round 1","KAMLA NEHRU INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","628535.00","628535.00","Fresh Only"
"550","Round 1","FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY","Aeronautical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","116923.00","116923.00","Fresh Only"
"551","Round 1","R.V.INSTITUTE OF TECHNOLOGY,BIJNAUR","BCA","BCA","Home State","OPEN(GIRL)","Female Seats","530268.00","530268.00","Fresh Only"
"552","Round 1","FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","183460.00","183460.00","Fresh Only"
"553","Round 1","FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","157468.00","157468.00","Fresh Only"
"554","Round 1","FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","72065.00","72065.00","Fresh Only"
"555","Round 1","FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","67578.00","115425.00","Fresh Only"
"556","Round 1","FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","182906.00","182906.00","Fresh Only"
"557","Round 1","FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","237351.00","237351.00","Fresh Only"
"558","Round 1","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW","Manufacturing Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","136631.00","232770.00","Fresh Only"
"559","Round 1","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW","Plastic Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","177142.00","177142.00","Fresh Only"
"560","Round 1","ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD","BCA","BCA","Home State","SC(Girl)","Female Seats","484987.00","484987.00","Fresh Only"
"561","Round 1","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW","Plastic Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","137288.00","137288.00","Fresh Only"
"562","Round 1","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW","Plastic Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","91711.00","127347.00","Fresh Only"
"563","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","164129.00","164129.00","Fresh Only"
"564","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","166494.00","166494.00","Fresh Only"
"565","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","168734.00","168734.00","Fresh Only"
"566","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","71736.00","150114.00","Fresh Only"
"567","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","100867.00","182348.00","Fresh Only"
"568","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(GL)","Female Seats","148265.00","148265.00","Fresh Only"
"569","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","196815.00","214220.00","Fresh Only"
"570","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","22646.00","32462.00","Fresh Only"
"571","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","29679.00","94089.00","Fresh Only"
"572","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","116901.00","116901.00","Fresh Only"
"573","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","21869.00","21869.00","Fresh Only"
"574","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","53225.00","232238.00","Fresh Only"
"575","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering (Artificial Intelligence) (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","42129.00","42129.00","Fresh Only"
"576","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","57087.00","57087.00","Fresh Only"
"577","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science And Engineering(Data Science)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","233130.00","233130.00","Fresh Only"
"578","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science And Engineering(Data Science) (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","44423.00","44423.00","Fresh Only"
"579","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","159106.00","159106.00","Fresh Only"
"580","Round 1","G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","61834.00","190847.00","Fresh Only"
"581","Round 1","KIET GROUP OF INSTITUTIONS(KIET SCHOOL OF PHARMACY),GHAZIABAD","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","474053.00","474053.00","Fresh Only"
"582","Round 1","KIET GROUP OF INSTITUTIONS(KIET SCHOOL OF PHARMACY),GHAZIABAD","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","536762.00","536762.00","Fresh Only"
"583","Round 1","HYGIA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, LUCKNOW,LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","340402.00","340402.00","Fresh Only"
"584","Round 1","SHRI HARISH CHANDRA POST GRADUATE COLLEGE, INSTITUTE OF PHARMACY,VARANASI","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","606069.00","606069.00","Fresh Only"
"585","Round 1","IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR","Computer Science & Engineering (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","167509.00","167509.00","Fresh Only"
"586","Round 1","IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR","BCA","BCA","Home State","OPEN","Both Male and Female Seats","116615.00","423042.00","Fresh Only"
"587","Round 1","HI-TECH. INSTITUTE OF ENGINEERING &TECHNOLOGY,GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","142139.00","142139.00","Fresh Only"
"588","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","238161.00","238161.00","Fresh Only"
"589","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","150154.00","150154.00","Fresh Only"
"590","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","118911.00","118911.00","Fresh Only"
"591","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","138501.00","138501.00","Fresh Only"
"592","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","214729.00","214729.00","Fresh Only"
